student_id,student_name,dob,email_id,phone,twelveth_diploma_group,mark_percentage,board,school_name,caste,religion,nationality,address,city,father_name
TN2026STU0106,Adithya E,1/5/2006,adithya.e37@example.com,955866538,Diploma in ECE,63.54,State Board,"Kendriya Vidyalaya, Kancheepuram",MBC,Hindu,Indian,"No. 139, Main Road, Kancheepuram, Tamil Nadu",Kancheepuram,Velu E
TN2026STU0107,Janani J,9/26/2005,janani.j86@example.com,960562485,Pure Science,62.22,CBSE,"Bharathi Vidya Bhavan, Tirunelveli",BC,Hindu,Indian,"No. 94, Main Road, Tirunelveli, Tamil Nadu",Tirunelveli,Jayaraman J
TN2026STU0108,Siva Sekar,7/9/2007,siva.sekar39@example.com,981673763,Commerce with Computer Science,68.77,CBSE,"SRV Boys Higher Secondary School, Vellore",OBC,Christian,Indian,"No. 113, Main Road, Vellore, Tamil Nadu",Vellore,Velu Sekar
TN2026STU0109,Priya T,10/27/2007,priya.t77@example.com,966191704,Pure Science,91.35,State Board,"Bharathi Vidya Bhavan, Thanjavur",General,Hindu,Indian,"No. 96, Main Road, Thanjavur, Tamil Nadu",Thanjavur,Sundaram T
TN2026STU0110,Meena Murugan,8/7/2006,meena.murugan20@example.com,931516757,Commerce with Business Maths,74.99,State Board,"Amrita Vidyalayam, Virudhunagar",General,Christian,Indian,"No. 116, Main Road, Virudhunagar, Tamil Nadu",Virudhunagar,Krishnan Murugan
TN2026STU0111,Vidhya M,4/20/2005,vidhya.m60@example.com,977378254,Arts,65.49,State Board,"St. Joseph's Higher Secondary School, Chennai",OBC,Hindu,Indian,"No. 86, Main Road, Chennai, Tamil Nadu",Chennai,Narayanan M
TN2026STU0112,Dinesh K,8/26/2007,dinesh.k99@example.com,928628439,Diploma in ECE,74.96,CBSE,"Government Higher Secondary School, Chennai",OBC,Hindu,Indian,"No. 141, Main Road, Chennai, Tamil Nadu",Chennai,Velu K
TN2026STU0113,Deepak T,9/9/2006,deepak.t25@example.com,916408822,Commerce with Computer Science,73.68,State Board,"Bharathi Vidya Bhavan, Trichy",MBC,Hindu,Indian,"No. 138, Main Road, Trichy, Tamil Nadu",Trichy,Arumugam T
TN2026STU0114,Harini Murugan,5/11/2006,harini.murugan28@example.com,949093864,Diploma in Mechanical Engineering,55.07,State Board,"Don Bosco Higher Secondary School, Virudhunagar",OBC,Hindu,Indian,"No. 135, Main Road, Virudhunagar, Tamil Nadu",Virudhunagar,Gunasekaran Murugan
TN2026STU0115,Bala Murugan,11/6/2007,bala.murugan74@example.com,984377016,Bio-Maths,72.38,State Board,"SRV Boys Higher Secondary School, Dindigul",ST,Hindu,Indian,"No. 5, Main Road, Dindigul, Tamil Nadu",Dindigul,Dharmalingam Murugan
TN2026STU0116,Priyanka R,5/9/2006,priyanka.r94@example.com,994323222,Computer Science,89.33,State Board,"Don Bosco Higher Secondary School, Cuddalore",BC,Hindu,Indian,"No. 45, Main Road, Cuddalore, Tamil Nadu",Cuddalore,Chidambaram R
TN2026STU0117,Keerthana Selvam,10/4/2005,keerthana.selvam18@example.com,971428713,Bio-Maths,68.06,State Board,"Government Higher Secondary School, Coimbatore",OBC,Hindu,Indian,"No. 102, Main Road, Coimbatore, Tamil Nadu",Coimbatore,Rajendran Selvam
TN2026STU0118,Logesh K,8/9/2006,logesh.k55@example.com,916416148,Arts,67.16,State Board,"Don Bosco Higher Secondary School, Dindigul",BC,Christian,Indian,"No. 99, Main Road, Dindigul, Tamil Nadu",Dindigul,Selvam K
TN2026STU0119,Hari Selvam,1/23/2007,hari.selvam76@example.com,945798645,Computer Science,87.36,State Board,"St. Joseph's Higher Secondary School, Tirunelveli",BC,Hindu,Indian,"No. 21, Main Road, Tirunelveli, Tamil Nadu",Tirunelveli,Baskar Selvam
TN2026STU0120,Janani T,7/3/2007,janani.t87@example.com,967192331,Pure Science,85.69,State Board,"Don Bosco Higher Secondary School, Cuddalore",BC,Hindu,Indian,"No. 15, Main Road, Cuddalore, Tamil Nadu",Cuddalore,Velu T
TN2026STU0121,Janani Pandian,1/15/2007,janani.pandian75@example.com,931473054,Bio-Maths,61.35,State Board,"Bharathi Vidya Bhavan, Tuticorin",General,Hindu,Indian,"No. 94, Main Road, Tuticorin, Tamil Nadu",Tuticorin,Sundaram Pandian
TN2026STU0122,Sanjay Balan,5/24/2008,sanjay.balan29@example.com,970387584,Arts,71.55,State Board,"St. Joseph's Higher Secondary School, Thiruvarur",OBC,Hindu,Indian,"No. 72, Main Road, Thiruvarur, Tamil Nadu",Thiruvarur,Ganesan Balan
TN2026STU0123,Deepak M,10/20/2007,deepak.m76@example.com,961940566,Diploma in Computer Engineering,60.24,State Board,"Chinmaya Vidyalaya, Vellore",ST,Hindu,Indian,"No. 126, Main Road, Vellore, Tamil Nadu",Vellore,Rajendran M
TN2026STU0124,Deepak P,7/15/2007,deepak.p32@example.com,969741812,Computer Science,91.07,State Board,"Don Bosco Higher Secondary School, Madurai",BC,Hindu,Indian,"No. 77, Main Road, Madurai, Tamil Nadu",Madurai,Raman P
TN2026STU0125,Meena Pandian,1/11/2007,meena.pandian75@example.com,940097200,Computer Science,98.84,State Board,"Kendriya Vidyalaya, Nagercoil",General,Hindu,Indian,"No. 95, Main Road, Nagercoil, Tamil Nadu",Nagercoil,Rajendran Pandian
TN2026STU0126,Ramya Nathan,6/7/2008,ramya.nathan21@example.com,918824561,Commerce with Business Maths,72.72,State Board,"SRV Boys Higher Secondary School, Virudhunagar",MBC,Hindu,Indian,"No. 82, Main Road, Virudhunagar, Tamil Nadu",Virudhunagar,Srinivasan Nathan
TN2026STU0127,Siva Rajan,12/7/2006,siva.rajan26@example.com,983994695,Diploma in Civil Engineering,63.1,State Board,"Kendriya Vidyalaya, Coimbatore",MBC,Hindu,Indian,"No. 78, Main Road, Coimbatore, Tamil Nadu",Coimbatore,Chandran Rajan
TN2026STU0128,Ganesh J,12/10/2006,ganesh.j76@example.com,948124318,Computer Science,66.15,State Board,"Amrita Vidyalayam, Kancheepuram",BC,Hindu,Indian,"No. 44, Main Road, Kancheepuram, Tamil Nadu",Kancheepuram,Arumugam J
TN2026STU0129,Ganesh Lingam,5/24/2008,ganesh.lingam53@example.com,985647532,Bio-Maths,91.72,State Board,"Government Higher Secondary School, Namakkal",OBC,Hindu,Indian,"No. 147, Main Road, Namakkal, Tamil Nadu",Namakkal,Jayaraman Lingam
TN2026STU0130,Gowri Pandian,10/17/2007,gowri.pandian90@example.com,983226170,Commerce with Business Maths,83.56,State Board,"Chinmaya Vidyalaya, Dindigul",OBC,Hindu,Indian,"No. 16, Main Road, Dindigul, Tamil Nadu",Dindigul,Murugan Pandian
TN2026STU0131,Siva Kumar,8/10/2007,siva.kumar36@example.com,955659873,Diploma in Civil Engineering,61.39,State Board,"Don Bosco Higher Secondary School, Cuddalore",SC,Hindu,Indian,"No. 95, Main Road, Cuddalore, Tamil Nadu",Cuddalore,Baskar Kumar
TN2026STU0132,Prabhu V,9/8/2005,prabhu.v44@example.com,970343755,Commerce with Computer Science,61.27,State Board,"Government Higher Secondary School, Dindigul",MBC,Hindu,Indian,"No. 41, Main Road, Dindigul, Tamil Nadu",Dindigul,Prasad V
TN2026STU0133,Vidhya Balan,1/24/2006,vidhya.balan30@example.com,976876068,Diploma in Computer Engineering,75.77,State Board,"Chinmaya Vidyalaya, Madurai",SC,Hindu,Indian,"No. 62, Main Road, Madurai, Tamil Nadu",Madurai,Subramanian Balan
TN2026STU0134,Divya E,4/14/2005,divya.e46@example.com,976423575,Diploma in Civil Engineering,94.26,State Board,"SRV Boys Higher Secondary School, Chennai",MBC,Hindu,Indian,"No. 68, Main Road, Chennai, Tamil Nadu",Chennai,Ganesan E
TN2026STU0135,Pooja Mani,4/3/2005,pooja.mani61@example.com,916866268,Diploma in Civil Engineering,80,State Board,"Don Bosco Higher Secondary School, Madurai",OBC,Hindu,Indian,"No. 141, Main Road, Madurai, Tamil Nadu",Madurai,Chidambaram Mani
TN2026STU0136,Rathi Sekar,9/1/2005,rathi.sekar26@example.com,922976369,Diploma in Mechanical Engineering,71.61,State Board,"Don Bosco Higher Secondary School, Cuddalore",MBC,Hindu,Indian,"No. 131, Main Road, Cuddalore, Tamil Nadu",Cuddalore,Jayaraman Sekar
TN2026STU0137,Abirami K,3/21/2005,abirami.k27@example.com,954699966,Diploma in ECE,78.11,State Board,"Kendriya Vidyalaya, Thiruvarur",OBC,Christian,Indian,"No. 82, Main Road, Thiruvarur, Tamil Nadu",Thiruvarur,Ganesan K
TN2026STU0138,Santhosh Sekar,4/30/2008,santhosh.sekar53@example.com,978090664,Diploma in Computer Engineering,78.69,State Board,"Bharathi Vidya Bhavan, Chennai",OBC,Hindu,Indian,"No. 107, Main Road, Chennai, Tamil Nadu",Chennai,Velu Sekar
TN2026STU0139,Priyanka Pandian,5/7/2008,priyanka.pandian70@example.com,945638891,Diploma in Civil Engineering,80.7,State Board,"Government Higher Secondary School, Tirunelveli",BC,Hindu,Indian,"No. 98, Main Road, Tirunelveli, Tamil Nadu",Tirunelveli,Murugan Pandian
TN2026STU0140,Rathi Lingam,3/6/2005,rathi.lingam83@example.com,924749927,Commerce with Computer Science,55.84,State Board,"Don Bosco Higher Secondary School, Virudhunagar",BC,Hindu,Indian,"No. 121, Main Road, Virudhunagar, Tamil Nadu",Virudhunagar,Arumugam Lingam
TN2026STU0141,Meena P,3/1/2006,meena.p81@example.com,953627409,Diploma in ECE,78.38,ICSE,"Don Bosco Higher Secondary School, Tuticorin",SC,Hindu,Indian,"No. 91, Main Road, Tuticorin, Tamil Nadu",Tuticorin,Chandran P
TN2026STU0142,Gowri Selvam,5/20/2006,gowri.selvam45@example.com,984905122,Commerce with Business Maths,65.01,State Board,"Chinmaya Vidyalaya, Vellore",BC,Hindu,Indian,"No. 123, Main Road, Vellore, Tamil Nadu",Vellore,Selvam Selvam
TN2026STU0143,Bhavani N,9/7/2005,bhavani.n83@example.com,982905845,Diploma in Mechanical Engineering,94.86,CBSE,"Adarsh Vidyalaya Higher Secondary School, Salem",OBC,Hindu,Indian,"No. 21, Main Road, Salem, Tamil Nadu",Salem,Velu N
TN2026STU0144,Vidhya Rajan,9/9/2007,vidhya.rajan37@example.com,937121108,Diploma in Computer Engineering,67.07,State Board,"Amrita Vidyalayam, Salem",OBC,Hindu,Indian,"No. 62, Main Road, Salem, Tamil Nadu",Salem,Palani Rajan
TN2026STU0145,Arun Lingam,4/8/2006,arun.lingam91@example.com,941250794,Bio-Maths,59.46,State Board,"Don Bosco Higher Secondary School, Trichy",BC,Hindu,Indian,"No. 141, Main Road, Trichy, Tamil Nadu",Trichy,Chandran Lingam
TN2026STU0146,Saravanan Pandian,9/5/2007,saravanan.pandian93@example.com,936770527,Commerce with Business Maths,69.29,CBSE,"Government Higher Secondary School, Madurai",BC,Hindu,Indian,"No. 10, Main Road, Madurai, Tamil Nadu",Madurai,Baskar Pandian
TN2026STU0147,Saravanan A,3/25/2007,saravanan.a73@example.com,935006323,Commerce with Business Maths,94.02,State Board,"Government Higher Secondary School, Pudukkottai",OBC,Islam,Indian,"No. 73, Main Road, Pudukkottai, Tamil Nadu",Pudukkottai,Ganesan A
TN2026STU0148,Ishwarya Nathan,10/9/2007,ishwarya.nathan27@example.com,977674279,Diploma in ECE,67.14,State Board,"St. Joseph's Higher Secondary School, Tuticorin",BC,Hindu,Indian,"No. 4, Main Road, Tuticorin, Tamil Nadu",Tuticorin,Chandran Nathan
TN2026STU0149,Priyanka T,10/13/2008,priyanka.t34@example.com,933554528,Diploma in Civil Engineering,93.1,CBSE,"Adarsh Vidyalaya Higher Secondary School, Thiruvarur",OBC,Hindu,Indian,"No. 25, Main Road, Thiruvarur, Tamil Nadu",Thiruvarur,Gunasekaran T
TN2026STU0150,Dinesh Selvam,5/24/2006,dinesh.selvam10@example.com,945002007,Diploma in Mechanical Engineering,65.48,ICSE,"Chinmaya Vidyalaya, Kancheepuram",BC,Hindu,Indian,"No. 67, Main Road, Kancheepuram, Tamil Nadu",Kancheepuram,Subramanian Selvam
TN2026STU0151,Keerthana V,9/29/2008,keerthana.v25@example.com,972464258,Commerce with Business Maths,62.11,CBSE,"Amrita Vidyalayam, Kancheepuram",BC,Hindu,Indian,"No. 76, Main Road, Kancheepuram, Tamil Nadu",Kancheepuram,Ganesan V
TN2026STU0152,Gowri V,10/1/2005,gowri.v71@example.com,930560218,Diploma in ECE,88.27,State Board,"Bharathi Vidya Bhavan, Karur",SC,Hindu,Indian,"No. 56, Main Road, Karur, Tamil Nadu",Karur,Arumugam V
TN2026STU0153,Kavitha Sekar,12/13/2007,kavitha.sekar67@example.com,980890196,Arts,58.48,State Board,"Bharathi Vidya Bhavan, Karur",SC,Hindu,Indian,"No. 138, Main Road, Karur, Tamil Nadu",Karur,Raman Sekar
TN2026STU0154,Ganesh J,6/24/2007,ganesh.j24@example.com,937568520,Diploma in Civil Engineering,76.75,State Board,"Amrita Vidyalayam, Coimbatore",OBC,Hindu,Indian,"No. 117, Main Road, Coimbatore, Tamil Nadu",Coimbatore,Chandran J
TN2026STU0155,Bhavani Rajan,2/14/2005,bhavani.rajan60@example.com,944152669,Bio-Maths,88.19,State Board,"Bharathi Vidya Bhavan, Virudhunagar",OBC,Hindu,Indian,"No. 16, Main Road, Virudhunagar, Tamil Nadu",Virudhunagar,Velu Rajan
TN2026STU0156,Vidhya Selvam,8/11/2006,vidhya.selvam62@example.com,934156684,Pure Science,89.08,State Board,"Adarsh Vidyalaya Higher Secondary School, Dindigul",OBC,Christian,Indian,"No. 97, Main Road, Dindigul, Tamil Nadu",Dindigul,Ganesan Selvam
TN2026STU0157,Bharathi Lingam,9/30/2005,bharathi.lingam93@example.com,956676884,Computer Science,62.94,State Board,"Amrita Vidyalayam, Salem",BC,Hindu,Indian,"No. 1, Main Road, Salem, Tamil Nadu",Salem,Dharmalingam Lingam
TN2026STU0158,Naveen Rajan,5/19/2007,naveen.rajan78@example.com,960905625,Commerce with Computer Science,66.01,State Board,"Don Bosco Higher Secondary School, Vellore",SC,Hindu,Indian,"No. 29, Main Road, Vellore, Tamil Nadu",Vellore,Dharmalingam Rajan
TN2026STU0159,Ramya Lingam,6/13/2008,ramya.lingam12@example.com,942301683,Commerce with Computer Science,57.99,State Board,"Bharathi Vidya Bhavan, Pudukkottai",BC,Christian,Indian,"No. 63, Main Road, Pudukkottai, Tamil Nadu",Pudukkottai,Narayanan Lingam
TN2026STU0160,Santhosh Rajan,1/11/2008,santhosh.rajan37@example.com,917575790,Pure Science,77.42,State Board,"Chinmaya Vidyalaya, Namakkal",OBC,Hindu,Indian,"No. 83, Main Road, Namakkal, Tamil Nadu",Namakkal,Arumugam Rajan
TN2026STU0161,Naveen P,3/29/2006,naveen.p62@example.com,950332555,Commerce with Business Maths,57.71,CBSE,"Bharathi Vidya Bhavan, Tirunelveli",BC,Hindu,Indian,"No. 127, Main Road, Tirunelveli, Tamil Nadu",Tirunelveli,Chandran P
TN2026STU0162,Rajesh Pandian,12/11/2007,rajesh.pandian50@example.com,965878146,Diploma in Mechanical Engineering,61.64,State Board,"Adarsh Vidyalaya Higher Secondary School, Karur",OBC,Hindu,Indian,"No. 77, Main Road, Karur, Tamil Nadu",Karur,Sundaram Pandian
TN2026STU0163,Ramya Rajan,2/26/2008,ramya.rajan62@example.com,965902739,Diploma in Computer Engineering,78.58,State Board,"Adarsh Vidyalaya Higher Secondary School, Vellore",OBC,Hindu,Indian,"No. 116, Main Road, Vellore, Tamil Nadu",Vellore,Ganesan Rajan
TN2026STU0164,Bharathi Nathan,4/16/2005,bharathi.nathan44@example.com,960622628,Diploma in Civil Engineering,81.83,State Board,"St. Joseph's Higher Secondary School, Namakkal",BC,Hindu,Indian,"No. 123, Main Road, Namakkal, Tamil Nadu",Namakkal,Selvam Nathan
TN2026STU0165,Shalini J,2/1/2005,shalini.j37@example.com,935504548,Computer Science,88.24,CBSE,"SRV Boys Higher Secondary School, Pudukkottai",BC,Hindu,Indian,"No. 62, Main Road, Pudukkottai, Tamil Nadu",Pudukkottai,Velu J
TN2026STU0166,Priya T,8/13/2007,priya.t78@example.com,997069904,Arts,68.72,State Board,"Don Bosco Higher Secondary School, Nagercoil",OBC,Hindu,Indian,"No. 121, Main Road, Nagercoil, Tamil Nadu",Nagercoil,Sundaram T
TN2026STU0167,Uma G,10/3/2006,uma.g62@example.com,916135823,Diploma in Civil Engineering,93.45,State Board,"Kendriya Vidyalaya, Karur",SC,Hindu,Indian,"No. 107, Main Road, Karur, Tamil Nadu",Karur,Chidambaram G
TN2026STU0168,Elango G,4/17/2006,elango.g58@example.com,986475853,Commerce with Computer Science,77.22,State Board,"Don Bosco Higher Secondary School, Nagercoil",SC,Hindu,Indian,"No. 126, Main Road, Nagercoil, Tamil Nadu",Nagercoil,Subramanian G
TN2026STU0169,Ganesh E,10/14/2005,ganesh.e79@example.com,975540707,Pure Science,95.8,ICSE,"Amrita Vidyalayam, Coimbatore",BC,Hindu,Indian,"No. 20, Main Road, Coimbatore, Tamil Nadu",Coimbatore,Rajendran E
TN2026STU0170,Pooja M,10/9/2005,pooja.m90@example.com,941062464,Computer Science,86.47,State Board,"Government Higher Secondary School, Tuticorin",OBC,Hindu,Indian,"No. 124, Main Road, Tuticorin, Tamil Nadu",Tuticorin,Narayanan M
TN2026STU0171,Adithya M,2/4/2008,adithya.m62@example.com,911590610,Bio-Maths,78.56,State Board,"Chinmaya Vidyalaya, Kancheepuram",General,Hindu,Indian,"No. 111, Main Road, Kancheepuram, Tamil Nadu",Kancheepuram,Dharmalingam M
TN2026STU0172,Chandran S,11/1/2005,chandran.s40@example.com,935760684,Diploma in Civil Engineering,78.43,State Board,"Don Bosco Higher Secondary School, Dindigul",General,Islam,Indian,"No. 118, Main Road, Dindigul, Tamil Nadu",Dindigul,Chandran S
TN2026STU0173,Keerthana V,11/1/2008,keerthana.v20@example.com,997742922,Bio-Maths,59.16,State Board,"Adarsh Vidyalaya Higher Secondary School, Nagercoil",General,Hindu,Indian,"No. 44, Main Road, Nagercoil, Tamil Nadu",Nagercoil,Velu V
TN2026STU0174,Vijay Kumar,3/4/2008,vijay.kumar22@example.com,980888325,Bio-Maths,65.22,State Board,"Bharathi Vidya Bhavan, Coimbatore",SC,Hindu,Indian,"No. 72, Main Road, Coimbatore, Tamil Nadu",Coimbatore,Subramanian Kumar
TN2026STU0175,Hari J,3/1/2006,hari.j85@example.com,929353063,Diploma in Mechanical Engineering,96.33,State Board,"Chinmaya Vidyalaya, Erode",BC,Hindu,Indian,"No. 139, Main Road, Erode, Tamil Nadu",Erode,Murugan J
TN2026STU0176,Sanjay P,10/23/2007,sanjay.p54@example.com,917207013,Computer Science,74.45,State Board,"St. Joseph's Higher Secondary School, Pudukkottai",SC,Hindu,Indian,"No. 84, Main Road, Pudukkottai, Tamil Nadu",Pudukkottai,Raman P
TN2026STU0177,Harini N,10/2/2007,harini.n39@example.com,957756170,Diploma in Computer Engineering,96.88,State Board,"Adarsh Vidyalaya Higher Secondary School, Namakkal",BC,Hindu,Indian,"No. 76, Main Road, Namakkal, Tamil Nadu",Namakkal,Prasad N
TN2026STU0178,Meena R,7/3/2006,meena.r29@example.com,961002735,Pure Science,87.91,State Board,"Don Bosco Higher Secondary School, Madurai",General,Hindu,Indian,"No. 93, Main Road, Madurai, Tamil Nadu",Madurai,Raman R
TN2026STU0179,Chandran P,1/19/2006,chandran.p65@example.com,970242778,Diploma in Computer Engineering,79.69,State Board,"Adarsh Vidyalaya Higher Secondary School, Madurai",OBC,Hindu,Indian,"No. 84, Main Road, Madurai, Tamil Nadu",Madurai,Raman P
TN2026STU0180,Aravind T,3/6/2007,aravind.t20@example.com,985099723,Commerce with Computer Science,80.45,State Board,"Kendriya Vidyalaya, Tirunelveli",OBC,Hindu,Indian,"No. 127, Main Road, Tirunelveli, Tamil Nadu",Tirunelveli,Narayanan T
TN2026STU0181,Bala A,7/20/2006,bala.a63@example.com,950232066,Diploma in ECE,89.83,State Board,"Don Bosco Higher Secondary School, Erode",BC,Hindu,Indian,"No. 51, Main Road, Erode, Tamil Nadu",Erode,Narayanan A
TN2026STU0182,Chandran P,1/14/2005,chandran.p60@example.com,954589439,Diploma in Civil Engineering,71.91,State Board,"Don Bosco Higher Secondary School, Virudhunagar",MBC,Christian,Indian,"No. 35, Main Road, Virudhunagar, Tamil Nadu",Virudhunagar,Velu P
TN2026STU0183,Prabhu Sekar,9/9/2007,prabhu.sekar50@example.com,933842070,Diploma in Mechanical Engineering,98.11,State Board,"Chinmaya Vidyalaya, Nagercoil",SC,Hindu,Indian,"No. 84, Main Road, Nagercoil, Tamil Nadu",Nagercoil,Selvam Sekar
TN2026STU0184,Mani Mani,8/22/2005,mani.mani82@example.com,936816708,Diploma in Civil Engineering,99.38,State Board,"Kendriya Vidyalaya, Karur",General,Hindu,Indian,"No. 54, Main Road, Karur, Tamil Nadu",Karur,Chidambaram Mani
TN2026STU0185,Ramya T,4/18/2007,ramya.t96@example.com,977015343,Pure Science,83.18,State Board,"DAV Boy's Senior Secondary School, Salem",BC,Hindu,Indian,"No. 19, Main Road, Salem, Tamil Nadu",Salem,Raman T
TN2026STU0186,Gayathri Selvam,4/1/2007,gayathri.selvam78@example.com,977996397,Diploma in Mechanical Engineering,79.19,State Board,"Don Bosco Higher Secondary School, Karur",BC,Christian,Indian,"No. 28, Main Road, Karur, Tamil Nadu",Karur,Gunasekaran Selvam
TN2026STU0187,Janani Lingam,12/7/2005,janani.lingam92@example.com,992232236,Bio-Maths,80.06,ICSE,"Adarsh Vidyalaya Higher Secondary School, Thiruvallur",SC,Hindu,Indian,"No. 3, Main Road, Thiruvallur, Tamil Nadu",Thiruvallur,Chidambaram Lingam
TN2026STU0188,Logesh V,11/29/2007,logesh.v81@example.com,987915846,Diploma in Civil Engineering,64.84,State Board,"Don Bosco Higher Secondary School, Namakkal",BC,Hindu,Indian,"No. 7, Main Road, Namakkal, Tamil Nadu",Namakkal,Chandran V
TN2026STU0189,Chandran T,6/25/2005,chandran.t24@example.com,929015320,Arts,68.88,State Board,"SRV Boys Higher Secondary School, Thiruvarur",OBC,Hindu,Indian,"No. 113, Main Road, Thiruvarur, Tamil Nadu",Thiruvarur,Narayanan T
TN2026STU0190,Prabhu R,4/2/2005,prabhu.r24@example.com,913031322,Arts,83.83,CBSE,"Kendriya Vidyalaya, Erode",BC,Hindu,Indian,"No. 85, Main Road, Erode, Tamil Nadu",Erode,Velu R
TN2026STU0191,Suresh V,7/13/2008,suresh.v33@example.com,935016429,Diploma in Mechanical Engineering,72.6,CBSE,"Bharathi Vidya Bhavan, Tuticorin",BC,Hindu,Indian,"No. 55, Main Road, Tuticorin, Tamil Nadu",Tuticorin,Sundaram V
TN2026STU0192,Mani R,7/28/2005,mani.r78@example.com,935093324,Arts,69.51,State Board,"SRV Boys Higher Secondary School, Nagercoil",BC,Hindu,Indian,"No. 100, Main Road, Nagercoil, Tamil Nadu",Nagercoil,Gunasekaran R
TN2026STU0193,Divya S,12/22/2006,divya.s68@example.com,992861016,Pure Science,91.21,CBSE,"Chinmaya Vidyalaya, Namakkal",General,Hindu,Indian,"No. 31, Main Road, Namakkal, Tamil Nadu",Namakkal,Chidambaram S
TN2026STU0194,Naveen S,2/4/2007,naveen.s98@example.com,928972822,Diploma in Computer Engineering,72.29,State Board,"Bharathi Vidya Bhavan, Dindigul",OBC,Hindu,Indian,"No. 138, Main Road, Dindigul, Tamil Nadu",Dindigul,Rajendran S
TN2026STU0195,Bhavani A,8/15/2006,bhavani.a27@example.com,935111946,Arts,92.47,State Board,"Bharathi Vidya Bhavan, Cuddalore",SC,Hindu,Indian,"No. 50, Main Road, Cuddalore, Tamil Nadu",Cuddalore,Baskar A
TN2026STU0196,Bhavani Murugan,4/18/2007,bhavani.murugan97@example.com,975998330,Diploma in Mechanical Engineering,86.6,State Board,"SRV Boys Higher Secondary School, Madurai",BC,Hindu,Indian,"No. 57, Main Road, Madurai, Tamil Nadu",Madurai,Baskar Murugan
TN2026STU0197,Anand N,1/7/2008,anand.n46@example.com,932576626,Diploma in ECE,80.17,State Board,"SRV Boys Higher Secondary School, Trichy",BC,Hindu,Indian,"No. 140, Main Road, Trichy, Tamil Nadu",Trichy,Arumugam N
TN2026STU0198,Archana K,1/24/2008,archana.k37@example.com,967063296,Computer Science,87.75,State Board,"DAV Boy's Senior Secondary School, Coimbatore",OBC,Hindu,Indian,"No. 23, Main Road, Coimbatore, Tamil Nadu",Coimbatore,Prasad K
TN2026STU0199,Shalini S,3/6/2006,shalini.s85@example.com,957060874,Diploma in Civil Engineering,83.16,State Board,"Kendriya Vidyalaya, Vellore",MBC,Hindu,Indian,"No. 146, Main Road, Vellore, Tamil Nadu",Vellore,Arumugam S
TN2026STU0200,Archana N,1/9/2008,archana.n31@example.com,953440052,Commerce with Business Maths,67.88,ICSE,"Chinmaya Vidyalaya, Thiruvarur",ST,Hindu,Indian,"No. 25, Main Road, Thiruvarur, Tamil Nadu",Thiruvarur,Jayaraman N
